x1	y1	x2	y2
1.7844373	3.6389418	1.835013	3.7177224
5.847539	3.8507051	6.4348702	3.806069
2.058013	7.4854403	1.7120892	7.5741506
0.0286448	6.9886274	0.35443664	6.9390955
9.06295	0.8231175	9.21291	0.73952556
1.3840652	5.690943	1.2820059	5.8575225
8.994094	1.2197363	8.931171	1.3653338
3.5994709	5.928396	3.1429605	5.858106
0.30510366	5.98059	0.25770128	6.2045755
4.6933556	1.0790873	4.7907743	1.2445879
9.980328	0.8887744	9.837798	0.9229958
1.6891402	1.8113792	2.0731843	2.0353003
7.3965836	2.104894	7.0335793	2.0917778
8.766291	1.440751	8.062744	1.5515172
8.871046	5.646155	9.107289	5.751663
3.0640674	5.7905965	3.164733	6.2562475
1.6502792	2.8641522	1.6355836	3.3088017
2.7133412	8.899912	2.8150475	8.412654
6.0895514	1.6413003	6.1364784	1.497581
6.2297444	8.482427	6.04443	8.607676
9.408235	1.5387595	9.61587	1.6574562
4.601998	5.9567475	4.6917872	5.311609
0.90346336	4.6141872	1.6665626	4.8172765
5.8185697	1.6023362	6.1364784	1.497581
6.6608644	6.1791697	6.801035	6.419301
8.200411	0.62970877	8.338768	0.4460162
9.20236	8.68196	9.360555	8.922391
7.5212383	5.719683	7.0779486	5.906672
1.83263	4.332569	1.4361811	4.098081
6.917813	6.7986655	6.9704156	6.728033
2.9372501	9.761449	1.9605076	9.906743
7.414359	1.082353	7.678061	0.8150095
3.164733	6.2562475	3.1781971	6.5561576
9.098486	1.147176	9.149532	1.2082094
3.078668	7.266724	3.2497125	7.0992637
9.910401	4.3832474	9.992172	5.262677
3.3229918	8.365402	2.986452	8.482372
9.622626	9.588483	9.688081	8.974411
3.509177	7.781939	3.1122618	7.742348
6.4348702	3.806069	6.4845963	3.9413655
5.900504	2.1071005	5.9550786	2.3237925
5.798975	8.341152	5.287661	8.553802
2.7093995	7.0398064	2.6443815	6.679104
4.7741036	9.183374	4.836878	9.676435
2.5103962	7.622812	2.844907	7.9980145
4.2836437	0.44585466	4.4729276	0.22341013
1.2468833	3.95675	1.4361811	4.098081
2.1033363	2.9070573	1.7861778	3.2981646
2.6120086	9.17556	2.6365483	9.407969
2.1759205	0.38505077	1.8582189	0.25385797
4.20004	7.2612505	3.753447	7.2228384
2.6365483	9.407969	2.298578	9.473767
9.653971	8.084067	9.537464	8.081766
1.3840652	5.690943	1.3963306	5.4122233
6.8306046	9.682967	6.867233	9.821191
3.6965418	6.6375723	3.344459	6.724674
0.30510366	5.98059	0.6071806	6.016648
7.385352	2.9299588	7.6810484	2.6258671
8.47004	9.393715	8.4739685	9.746949
7.357377	7.0769286	7.4067664	7.4265013
2.9555564	2.0703812	2.8571148	1.7733824
4.4311905	3.7405157	4.1710324	3.517102
8.7509365	9.39784	9.113134	9.530127
8.195587	2.6952271	7.7184467	2.6116257
5.193121	7.9746504	5.4988313	7.873607
3.2497125	7.0992637	3.6242485	7.4756203
1.3069791	9.187941	1.1733109	9.34705
8.871641	1.1603653	9.098486	1.147176
8.738472	2.4518304	8.517172	2.5586886
4.15473	7.8849406	4.1634626	7.771612
8.987377	4.0517664	8.760917	4.2494507
1.3691354	0.25194108	0.9177679	0.30959606
4.5741405	2.3675485	4.8731422	2.5268972
