x1	y1	x2	y2
2.5257092	1.3549423	2.345533	0.14609993
6.5114937	3.2817297	8.738472	2.4518304
2.661076	5.688595	3.4682703	5.209947
7.389741	5.8858232	9.345869	3.4196925
9.61587	1.6574562	9.286373	1.7212939
9.309748	6.4887342	7.077326	7.189748
3.6467743	7.4348803	2.661076	5.688595
1.6839993	9.905153	9.745382	9.655601
9.309748	6.4887342	9.992172	5.262677
2.5257092	1.3549423	3.6652672	2.2435732
2.1320395	0.803625	2.1759205	0.38505077
5.783095	2.0996575	8.738472	2.4518304
9.61587	1.6574562	9.992172	5.262677
3.6652672	2.2435732	4.148158	1.2082952
2.5257092	1.3549423	1.3454342	1.1270589
3.8138347	5.071868	5.4741383	4.546165
0.36108613	8.522375	1.6839993	9.905153
9.4511595	0.723685	8.120027	0.5913323
1.835013	3.7177224	0.36108613	8.522375
3.3229918	8.365402	2.661076	5.688595
3.6652672	2.2435732	1.835013	3.7177224
1.835013	3.7177224	3.3733172	4.080916
3.8138347	5.071868	3.4682703	5.209947
9.286373	1.7212939	9.258021	2.2232752
3.6467743	7.4348803	3.3229918	8.365402
4.7907743	1.2445879	5.783095	2.0996575
9.258021	2.2232752	9.61587	1.6574562
7.389741	5.8858232	6.4845963	3.9413655
9.4511595	0.723685	9.61587	1.6574562
8.738472	2.4518304	8.120027	0.5913323
9.597727	0.37622035	9.857284	0.32649457
9.345869	3.4196925	8.738472	2.4518304
7.389741	5.8858232	9.309748	6.4887342
9.597727	0.37622035	9.4511595	0.723685
7.389741	5.8858232	9.992172	5.262677
2.1759205	0.38505077	2.345533	0.14609993
3.3229918	8.365402	1.6839993	9.905153
6.6608644	6.1791697	7.389741	5.8858232
9.857284	0.32649457	2.0068984	0.035172105
9.345869	3.4196925	6.5114937	3.2817297
2.345533	0.14609993	4.7907743	1.2445879
3.6652672	2.2435732	3.3733172	4.080916
4.1710324	3.517102	3.6652672	2.2435732
2.1320395	0.803625	1.3454342	1.1270589
4.7907743	1.2445879	4.148158	1.2082952
7.077326	7.189748	9.745382	9.655601
9.286373	1.7212939	8.738472	2.4518304
2.1320395	0.803625	2.5257092	1.3549423
9.992172	5.262677	9.857284	0.32649457
4.1710324	3.517102	6.5114937	3.2817297
5.4741383	4.546165	6.4845963	3.9413655
2.0068984	0.035172105	8.120027	0.5913323
7.077326	7.189748	3.3229918	8.365402
3.3733172	4.080916	3.8138347	5.071868
3.3733172	4.080916	3.4682703	5.209947
2.345533	0.14609993	2.1320395	0.803625
4.7907743	1.2445879	3.6652672	2.2435732
1.3454342	1.1270589	0.36108613	8.522375
6.0722847	5.1002455	5.9612823	4.5637555
8.120027	0.5913323	9.597727	0.37622035
9.992172	5.262677	9.745382	9.655601
6.5114937	3.2817297	6.4845963	3.9413655
6.4845963	3.9413655	6.0722847	5.1002455
9.4511595	0.723685	9.857284	0.32649457
5.783095	2.0996575	3.6652672	2.2435732
1.835013	3.7177224	1.3454342	1.1270589
9.309748	6.4887342	9.745382	9.655601
8.120027	0.5913323	2.345533	0.14609993
8.120027	0.5913323	9.286373	1.7212939
3.8138347	5.071868	4.1710324	3.517102
2.661076	5.688595	1.835013	3.7177224
4.1710324	3.517102	5.4741383	4.546165
3.3229918	8.365402	9.745382	9.655601
9.61587	1.6574562	9.857284	0.32649457
3.6467743	7.4348803	3.8138347	5.071868
7.389741	5.8858232	6.0722847	5.1002455
0.36108613	8.522375	3.3229918	8.365402
6.6608644	6.1791697	7.077326	7.189748
6.5114937	3.2817297	5.783095	2.0996575
9.345869	3.4196925	6.4845963	3.9413655
9.345869	3.4196925	9.992172	5.262677
7.077326	7.189748	7.389741	5.8858232
4.148158	1.2082952	2.5257092	1.3549423
1.3454342	1.1270589	2.0068984	0.035172105
2.661076	5.688595	0.36108613	8.522375
3.6467743	7.4348803	6.6608644	6.1791697
3.3733172	4.080916	2.661076	5.688595
2.0068984	0.035172105	9.597727	0.37622035
6.0722847	5.1002455	6.6608644	6.1791697
2.1759205	0.38505077	2.0068984	0.035172105
9.258021	2.2232752	8.738472	2.4518304
9.258021	2.2232752	9.345869	3.4196925
2.5257092	1.3549423	1.835013	3.7177224
4.1710324	3.517102	3.3733172	4.080916
6.4845963	3.9413655	5.9612823	4.5637555
9.286373	1.7212939	9.4511595	0.723685
5.4741383	4.546165	5.9612823	4.5637555
2.0068984	0.035172105	2.345533	0.14609993
2.345533	0.14609993	4.148158	1.2082952
7.077326	7.189748	3.6467743	7.4348803
5.783095	2.0996575	4.1710324	3.517102
9.61587	1.6574562	9.345869	3.4196925
5.4741383	4.546165	6.5114937	3.2817297
3.8138347	5.071868	6.0722847	5.1002455
6.0722847	5.1002455	5.4741383	4.546165
5.783095	2.0996575	8.120027	0.5913323
2.1759205	0.38505077	1.3454342	1.1270589
3.4682703	5.209947	3.6467743	7.4348803
6.0722847	5.1002455	3.6467743	7.4348803
8.120027	0.5913323	4.7907743	1.2445879
