x1	y1	x2	y2
2.1320395	0.803625	1.3691354	0.25194108
2.661076	5.688595	3.4682703	5.209947
2.2624784	5.4043655	1.8772095	5.1949587
9.61587	1.6574562	9.286373	1.7212939
3.3097105	0.18206239	4.815436	0.4956287
4.7907743	1.2445879	6.1364784	1.497581
9.258021	2.2232752	8.971436	3.303734
4.8015347	5.229248	5.3390713	6.5827413
1.8772095	5.1949587	0.66197574	7.05846
6.6709146	8.786461	8.18535	9.083229
9.597727	0.37622035	9.534422	0.02661705
1.3454342	1.1270589	2.9555564	2.0703812
8.660317	6.095407	9.309748	6.4887342
1.4445043	7.485688	0.66197574	7.05846
3.6467743	7.4348803	5.3390713	6.5827413
2.2279234	4.4670196	2.2624784	5.4043655
9.61587	1.6574562	9.992172	5.262677
2.6443815	6.679104	3.160615	5.6182
5.9612823	4.5637555	5.21965	4.3694334
9.757432	7.0653477	9.46078	6.205485
3.6652672	2.2435732	4.148158	1.2082952
6.0654125	6.150329	6.0722847	5.1002455
2.5257092	1.3549423	1.3454342	1.1270589
9.4511595	0.723685	8.832172	0.051580667
1.4445043	7.485688	2.6443815	6.679104
4.854674	3.2437057	6.5114937	3.2817297
4.497667	6.4485264	3.756429	5.747944
6.1364784	1.497581	6.122055	1.1037982
6.7657843	4.8707604	6.0722847	5.1002455
1.6839993	9.905153	0.058466196	9.010395
4.8015347	5.229248	3.8138347	5.071868
3.2497125	7.0992637	2.6443815	6.679104
3.160615	5.6182	2.661076	5.688595
1.7523354	9.606427	0.058466196	9.010395
1.7606646	8.077294	1.4445043	7.485688
7.238367	6.069993	6.6608644	6.1791697
3.542242	3.3397646	2.9555564	2.0703812
2.518199	7.953578	2.6443815	6.679104
3.4682703	5.209947	2.2279234	4.4670196
8.738472	2.4518304	8.120027	0.5913323
9.597727	0.37622035	9.857284	0.32649457
9.597727	0.37622035	9.4511595	0.723685
1.7606646	8.077294	2.8150475	8.412654
3.2497125	7.0992637	2.518199	7.953578
2.8150475	8.412654	3.3229918	8.365402
2.2279234	4.4670196	3.3733172	4.080916
6.8026066	7.5376396	6.5038834	7.801979
3.3097105	0.18206239	2.0068984	0.035172105
7.9749393	6.4911036	7.238367	6.069993
1.4361811	4.098081	0.35153925	4.798281
2.1320395	0.803625	1.3454342	1.1270589
4.1710324	3.517102	3.6652672	2.2435732
4.7907743	1.2445879	4.148158	1.2082952
8.18535	9.083229	9.622626	9.588483
9.286373	1.7212939	8.738472	2.4518304
1.3454342	1.1270589	1.3691354	0.25194108
2.9555564	2.0703812	1.835013	3.7177224
9.46078	6.205485	8.660317	6.095407
9.126251	9.8186865	6.6709146	8.786461
6.122055	1.1037982	8.120027	0.5913323
